,name,platform,summary,user_review
542,Dirt 2,PC,"(Also known as ""Colin McRae: DiRT 2"" in the UK/EU) DiRT 2 takes racing games to a new level with thrilling new race types, striking locations, big event atmosphere, and a peerless line-up of super-charged speed machines, each selected to deliver spectacular, fast-paced racing. Taking players on an exhilarating World Tour, DiRT 2 delivers over 100 stunning events, including aggressive, multi-vehicle races and intense solo challenges, set in the most diverse and demanding real-world environments. From the muddy tracks of the Malaysian rainforest to spectator-packed stadiums in London and Los Angeles, racers compete in contemporary off-road race disciplines covering Rallycross, Trailblazer, Raid, Landrush, and Rally. Embracing the culture and new heroes of modern off-road racing, DiRT 2 features an exciting line-up of the best new rally drivers - including the multi medal-winning Subaru Rally Team USA driver Ken Block alongside Travis Pastrana, Dave Mirra, and Tanner Faust, who help players build their racing career. [Codemasters]",8.2
4622,Grand Kingdom,PlayStation 4,"After the fall of the once-prosperous Uldein Empire over one hundred years ago, the Four Great Nations now wage war to claim dominion over the Resonail continent. Battles are no longer fought by honorable knights loyal to a nation, but by mercenaries who sell their services to the highest bidder. As the leader of a mercenary squad, the player will lead their troops across a battle-scarred continent, overcoming obstacles and adversaries as they complete quests doled out by each nation. In doing so, they will unravel the mystery behind the downfall of a mighty empire.",7.3
14313,Mlb Front Office Manager,DS,"MLB Front Office Manager lets gamers do everything a real-life baseball GM can do to develop a team from Spring Training through a full MLB season, into the playoffs and the World Series. Using Major League teams and players, gamers create their own fictional baseball universe and build their reputation into elite status. Gamers can replace aging veterans with rookies, scout the Minor Leagues, make blockbuster trades, and even participate in bidding wars for posted players from Japan as they make their way to the Hall of Fame. A true baseball general manager also acts as a mentor in MLB Front Office Manager. Legendary Oakland Athletics' GM Billy Beane offers advice, encouragement and guidance as gamers steer a team through the intense competition that is Major League Baseball. Billy Beane is considered one of the most talented GM’s in baseball today and has turned the Athletics into a consistent postseason contender since being named GM in 1997. Now, in MLB Front Office Manager, he passes that knowledge on to gamers. MLB Front Office Manager offers two distinct game modes. Become the GM in Career Mode, and manage a team through a 30 year career that hopefully leads to the Hall of Fame. As the gamer’s knowledge and skill progresses over time, gamers gain points to improve various areas and help the team win games as a result. With Online Fantasy Mode, create an online head-to-head management experience. With up to 30 Managers in the league, gamers can compete against friends to see who has what it takes to be the best. [2K Sports]",6.5
10437,Cities: Skylines - Nintendo Switch Edition,Switch,"Developed by Colossal Order, Cities: Skylines offers sprawling landscapes and maps with endless sandbox gameplay and new ways to expand your city. Key to progression is the ability to influence your city’s policy by incorporating taxation into districts. All this including the ability to mod the game to suit your play style makes this the definitive city building simulation.",7.1
13383,Nether,PC,"In Nether, players are thrust into a decimated, post-apocalyptic city where the remaining human population has degenerated into a chaotic state of lawlessness. A pervasive sense of evil looms over the land as people struggle to survive and rumors circulate of vile, demonic creatures that roam the cities to claim any souls still living. As one of the few remaining survivors, players must decide if they will Prey or Pray as they use skill and cunning to obtain food, weapons and other supplies necessary for existence while trying to determine whether or not to approach and trust other players or go at it solo.",4.6
12815,Sbk Superbike World Championship,PlayStation 3,"Pick up and play arcade mode allowing the player to access the race in just a few seconds. A genuinely technically accurate extreme simulation mode for real petrol heads. 4 well balanced racing styles giving genuine progression and satisfaction to the gamer. 6 game modes - Basic, Arcade, Advanced, Simulation, Extreme and Custom. Next generation giving players the chance to challenge their friends and opponents all over the world. [Black Bean Games]",6.1
10703,Mario & Sonic At The London 2012 Olympic Games,Wii,"Mario & Sonic at the London 2012 Olympic Games contains over 50 original Olympic themed events playable in both single and multiplayer modes. Bringing a whole new dimension to the Mario & Sonic universe, the glasses-free 3D visuals and the unique control systems mean there are plenty of new and exciting ways to compete for a coveted gold medal!",7.8
8499,Zone Of The Enders: The 2Nd Runner Mars,PlayStation 4,"JEHUTY lives. And there, ANUBIS thrives. Zone of the Enders: The 2nd Runner returns with 4K and VR support on Steam. Relive the experience Zone of the Enders: The 2nd Runner MARS as a full-length remaster of the classic fast-paced 3D robot action game, recreated in VR, native 4K and in full surround sound. Enter JEHUTY's cockpit and fly through Martian skies! The year is 2174 and the despotic BAHRAM military organisation is using new Orbital Frames robot technology to secure its grip on Mars and Earth. Seizing control of the JEHUTY Orbital Frame, the player is the last hope for the stricken planets. Strike deep at the heart of the BAHRAM army with unrivalled powers! Written and directed by Shuyo Murata, The 2nd Runner MARS is recognised as a masterpiece among space action titles.",7.8
1632,Atelier Ryza 2: Lost Legends & The Secret Fairy,PC,"This story takes place three years after the events of the previous game “Atelier Ryza: Ever Darkness & the Secret Hideout,” and depicts the reunion of Ryza and her friends, who go through new encounters and goodbyes to discover a true priceless treasure.",7.7
9332,Thrillville: Off The Rails,PlayStation 2,"Off the Rails lives up to its name with 20 death-defying rides so outrageous, they inspire the same word from every park visitor who sees them: ""WHOA!"" Players build these incredible ""WHOA Coasters"" to leap from one track to another, launch through the air like cannonballs, blast through a burning rings of fire and more. A new lighthearted story ties together more than 100 missions, complete with 34 playable multiplayer theme-park games and social interaction with park guests that's better than ever. The in-depth conversations both advance the plot and suggest better ways to manage the park. But is every guest to be trusted? [LucasArts]",2.3
